1:26:47 AM: Source:Forms.login.Page_Load, Message:Session Expired/Redirecting to logout Page 
1:26:50 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : n01apw3171.tent.trt.csaa.pri
1:26:50 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
1:26:50 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : xgs35gur
1:26:50 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
1:26:50 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : dev-sso.tent.trt.csaa.pri
1:26:50 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
1:26:50 AM: Source:Forms.login.Page_Load, Message:SSO UserID: xgs35gur
1:26:50 AM: Source:Forms.login.Page_Load, Message:Successfully retrieved the Logged-in User details from DB. UserID: xgs35gur
1:43:45 AM: Source:Forms.login.Page_Load, Message:Session Expired/Redirecting to logout Page 
1:43:52 AM: Source:Forms.login.Page_Load, Message:Request sent to SSO 
1:43:52 AM: Source:Forms.login.Page_Load, Message:The User is not Authenticated, So Session is Abandoned 
1:43:52 AM: Source:Forms.login.Page_Load, Message:Response received from SSO. 
1:43:52 AM: Source:Forms.login.Page_Load, Message:SSO Response: PHNhbWxwOlJlc3BvbnNlIFZlcnNpb249IjIuMCIgSUQ9IkVzd1pSdUhrYm1LbklmZjRlM0ZsSlRaQTRCSiIgSXNzdWVJbnN0YW50PSIyMDE3LTA2LTI3VDA4OjQzOjUyLjMwM1oiIHhtbG5zOnNhbWxwPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6cHJvdG9jb2wiPjxzYW1sOklzc3VlciB4bWxuczpzYW1sPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6YXNzZXJ0aW9uIj5QYXltZW50VG9vbDpTUDwvc2FtbDpJc3N1ZXI+PHNhbWxwOlN0YXR1cz48c2FtbHA6U3RhdHVzQ29kZSBWYWx1ZT0idXJuOm9hc2lzOm5hbWVzOnRjOlNBTUw6Mi4wOnN0YXR1czpTdWNjZXNzIi8+PC9zYW1scDpTdGF0dXM+PHNhbWw6QXNzZXJ0aW9uIElEPSJPei14UGJQTmRCSFdMeWdQSkpfQnNLT0JWdkIiIElzc3VlSW5zdGFudD0iMjAxNy0wNi0yN1QwODo0Mzo1Mi4zMTlaIiBWZXJzaW9uPSIyLjAiIHhtbG5zOnNhbWw9InVybjpvYXNpczpuYW1lczp0YzpTQU1MOjIuMDphc3NlcnRpb24iPjxzYW1sOklzc3Vlcj5QYXltZW50VG9vbDpTUDwvc2FtbDpJc3N1ZXI+PGRzOlNpZ25hdHVyZSB4bWxuczpkcz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC8wOS94bWxkc2lnIyI+CjxkczpTaWduZWRJbmZvPgo8ZHM6Q2Fub25pY2FsaXphdGlvbk1ldGhvZCBBbGdvcml0aG09Imh0dHA6Ly93d3cudzMub3JnLzIwMDEvMTAveG1sLWV4Yy1jMTRuIyIvPgo8ZHM6U2lnbmF0dXJlTWV0aG9kIEFsZ29yaXRobT0iaHR0cDovL3d3dy53My5vcmcvMjAwMS8wNC94bWxkc2lnLW1vcmUjcnNhLXNoYTI1NiIvPgo8ZHM6UmVmZXJlbmNlIFVSST0iI096LXhQYlBOZEJIV0x5Z1BKSl9Cc0tPQlZ2QiI+CjxkczpUcmFuc2Zvcm1zPgo8ZHM6VHJhbnNmb3JtIEFsZ29yaXRobT0iaHR0cDovL3d3dy53My5vcmcvMjAwMC8wOS94bWxkc2lnI2VudmVsb3BlZC1zaWduYXR1cmUiLz4KPGRzOlRyYW5zZm9ybSBBbGdvcml0aG09Imh0dHA6Ly93d3cudzMub3JnLzIwMDEvMTAveG1sLWV4Yy1jMTRuIyIvPgo8L2RzOlRyYW5zZm9ybXM+CjxkczpEaWdlc3RNZXRob2QgQWxnb3JpdGhtPSJodHRwOi8vd3d3LnczLm9yZy8yMDAxLzA0L3htbGVuYyNzaGEyNTYiLz4KPGRzOkRpZ2VzdFZhbHVlPktoSE5WU0VqTS8xQk9rM29SVEovc3RERnZPUE5BTDFEVVNhZnd5eGVjRWM9PC9kczpEaWdlc3RWYWx1ZT4KPC9kczpSZWZlcmVuY2U+CjwvZHM6U2lnbmVkSW5mbz4KPGRzOlNpZ25hdHVyZVZhbHVlPgpwSTViUnhhdkdiYVJWRXUxK3dLOXoyVmJkaGh1MXRHdWhnVHdyWEtaeTFWaXhBeVBUS29XRjZsYllYYWVaSWo5cklVaWZRaG1EUExXCkMwVG1keG1Wd2g1OEY1SlhBQlZZM0ZkRHhRbHJmZzRmVzJRcm5JeG5jY1VFSjhHRy8reENUR2d1ZTJKWWpKcWdxQkdQWjNWZEJaNysKUmphTXpDRHFWRmIySjB0OCtQTUJjUDl0U1N2YzRYcmRFeTg5TStra0M3U0JQK1J3NjRlK0NyblJyZkpCMzhkbTlRZDVIdWhaZTNnRQpuTzk3M3BzY1A1NnpkZ2J5VXhOR2k2MXFjenNndzRzVUtXOTdCcWszNEI4UXZZa0VhRkVCR0FKNEdBMDQxeEY0dExMYkszNDB5OXlnCno0ZTU5dmd3OW9CbXBGM3FHU2N2NTZSZmNRdXVnZDVEMlpEeTBRPT0KPC9kczpTaWduYXR1cmVWYWx1ZT4KPC9kczpTaWduYXR1cmU+PHNhbWw6U3ViamVjdD48c2FtbDpOYW1lSUQgRm9ybWF0PSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoxLjE6bmFtZWlkLWZvcm1hdDp1bnNwZWNpZmllZCI+eGdzMzVndXI8L3NhbWw6TmFtZUlEPjxzYW1sOlN1YmplY3RDb25maXJtYXRpb24gTWV0aG9kPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6Y206YmVhcmVyIj48c2FtbDpTdWJqZWN0Q29uZmlybWF0aW9uRGF0YSBSZWNpcGllbnQ9Imh0dHBzOi8vbjAxYXB3MzE3MS50ZW50LnRydC5jc2FhLnByaS9wYXltZW50dG9vbG1zY3IvZm9ybXMvbG9naW4uYXNweCIgTm90T25PckFmdGVyPSIyMDE3LTA2LTI3VDA4OjQ4OjUyLjMxOVoiLz48L3NhbWw6U3ViamVjdENvbmZpcm1hdGlvbj48L3NhbWw6U3ViamVjdD48c2FtbDpDb25kaXRpb25zIE5vdEJlZm9yZT0iMjAxNy0wNi0yN1QwODozODo1Mi4zMTlaIiBOb3RPbk9yQWZ0ZXI9IjIwMTctMDYtMjdUMDg6NDg6NTIuMzE5WiI+PHNhbWw6QXVkaWVuY2VSZXN0cmljdGlvbj48c2FtbDpBdWRpZW5jZT5QYXltZW50VG9vbDpTUDwvc2FtbDpBdWRpZW5jZT48L3NhbWw6QXVkaWVuY2VSZXN0cmljdGlvbj48L3NhbWw6Q29uZGl0aW9ucz48c2FtbDpBdXRoblN0YXRlbWVudCBTZXNzaW9uSW5kZXg9Ik96LXhQYlBOZEJIV0x5Z1BKSl9Cc0tPQlZ2QiIgQXV0aG5JbnN0YW50PSIyMDE3LTA2LTI3VDA4OjQzOjUyLjMxOVoiPjxzYW1sOkF1dGhuQ29udGV4dD48c2FtbDpBdXRobkNvbnRleHRDbGFzc1JlZj51cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6YWM6Y2xhc3Nlczp1bnNwZWNpZmllZDwvc2FtbDpBdXRobkNvbnRleHRDbGFzc1JlZj48L3NhbWw6QXV0aG5Db250ZXh0Pjwvc2FtbDpBdXRoblN0YXRlbWVudD48L3NhbWw6QXNzZXJ0aW9uPjwvc2FtbHA6UmVzcG9uc2U+
1:43:52 AM: Source:Forms.login.Page_Load, Message:Replay attack check
1:43:52 AM: Source:Forms.login.Page_Load, Message:NotBefore6/27/2017 1:38:52 AM
1:43:52 AM: Source:Forms.login.Page_Load, Message:NotOnOrAfter6/27/2017 1:48:52 AM
1:43:52 AM: Source:Forms.login.Page_Load, Message:CurrentDate6/27/2017 1:43:52 AM
1:43:52 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : xgg5ibho
1:43:52 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
1:43:52 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : n01apw3171.tent.trt.csaa.pri
1:43:52 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
1:43:52 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : xgs35gur
1:43:52 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
1:43:52 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : dev-sso.tent.trt.csaa.pri
1:43:52 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
1:43:52 AM: Source:Forms.login.Page_Load, Message:SSO UserID: xgs35gur
1:43:52 AM: Source:Forms.login.Page_Load, Message:Successfully retrieved the Logged-in User details from DB. UserID: xgs35gur
2:24:21 AM: Source:Forms.login.Page_Load, Message:Session Expired/Redirecting to logout Page 
2:24:23 AM: Source:Forms.login.Page_Load, Message:Request sent to SSO 
2:24:24 AM: Source:Forms.login.Page_Load, Message:The User is not Authenticated, So Session is Abandoned 
2:24:24 AM: Source:Forms.login.Page_Load, Message:Response received from SSO. 
2:24:24 AM: Source:Forms.login.Page_Load, Message:SSO Response: PHNhbWxwOlJlc3BvbnNlIFZlcnNpb249IjIuMCIgSUQ9InZaUm9zTkQ4S3ZqT3hoeDgxRXVDM3BkMGlJMCIgSXNzdWVJbnN0YW50PSIyMDE3LTA2LTI3VDA5OjI0OjI0LjA4OVoiIHhtbG5zOnNhbWxwPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6cHJvdG9jb2wiPjxzYW1sOklzc3VlciB4bWxuczpzYW1sPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6YXNzZXJ0aW9uIj5QYXltZW50VG9vbDpTUDwvc2FtbDpJc3N1ZXI+PHNhbWxwOlN0YXR1cz48c2FtbHA6U3RhdHVzQ29kZSBWYWx1ZT0idXJuOm9hc2lzOm5hbWVzOnRjOlNBTUw6Mi4wOnN0YXR1czpTdWNjZXNzIi8+PC9zYW1scDpTdGF0dXM+PHNhbWw6QXNzZXJ0aW9uIElEPSJpRzBUU1h2cl9XcXZmenREOXFWam9HQmhCdE0iIElzc3VlSW5zdGFudD0iMjAxNy0wNi0yN1QwOToyNDoyNC4wODlaIiBWZXJzaW9uPSIyLjAiIHhtbG5zOnNhbWw9InVybjpvYXNpczpuYW1lczp0YzpTQU1MOjIuMDphc3NlcnRpb24iPjxzYW1sOklzc3Vlcj5QYXltZW50VG9vbDpTUDwvc2FtbDpJc3N1ZXI+PGRzOlNpZ25hdHVyZSB4bWxuczpkcz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC8wOS94bWxkc2lnIyI+CjxkczpTaWduZWRJbmZvPgo8ZHM6Q2Fub25pY2FsaXphdGlvbk1ldGhvZCBBbGdvcml0aG09Imh0dHA6Ly93d3cudzMub3JnLzIwMDEvMTAveG1sLWV4Yy1jMTRuIyIvPgo8ZHM6U2lnbmF0dXJlTWV0aG9kIEFsZ29yaXRobT0iaHR0cDovL3d3dy53My5vcmcvMjAwMS8wNC94bWxkc2lnLW1vcmUjcnNhLXNoYTI1NiIvPgo8ZHM6UmVmZXJlbmNlIFVSST0iI2lHMFRTWHZyX1dxdmZ6dEQ5cVZqb0dCaEJ0TSI+CjxkczpUcmFuc2Zvcm1zPgo8ZHM6VHJhbnNmb3JtIEFsZ29yaXRobT0iaHR0cDovL3d3dy53My5vcmcvMjAwMC8wOS94bWxkc2lnI2VudmVsb3BlZC1zaWduYXR1cmUiLz4KPGRzOlRyYW5zZm9ybSBBbGdvcml0aG09Imh0dHA6Ly93d3cudzMub3JnLzIwMDEvMTAveG1sLWV4Yy1jMTRuIyIvPgo8L2RzOlRyYW5zZm9ybXM+CjxkczpEaWdlc3RNZXRob2QgQWxnb3JpdGhtPSJodHRwOi8vd3d3LnczLm9yZy8yMDAxLzA0L3htbGVuYyNzaGEyNTYiLz4KPGRzOkRpZ2VzdFZhbHVlPnZZcVBod0lMajk3eG84UVNKR2VxZ2xvdFFPUW5nZ1MxTmFzNTR1dmRUSDg9PC9kczpEaWdlc3RWYWx1ZT4KPC9kczpSZWZlcmVuY2U+CjwvZHM6U2lnbmVkSW5mbz4KPGRzOlNpZ25hdHVyZVZhbHVlPgpOZnpTT1hEa3VkSy9mMkllM25EZTArN2cydk9mcmFyUzhoQUl5QXhobXJKWmw0eXA0aHdIRGhSNlpDcTRoUUZFVWp4eWZFcWFORWd6CmhFbHpSTnBSbHBiZUpOSjBaTXhNRG9oNGVudzc5VElhNkNvSDl6cC9JcndVQUVMTTR2RlBHbXBPdUIzb3d3ZlNnUEJMQkFTM0xWMUwKTGpvMTBIN3M5c3lydi9zWWxWNlgva0VCZWpkRFVMZXU0bDlQNWxDWUxxbmhzSy9Qc0tmMU1hUG1SeXBaU0VUR1JHS251RzNoSG9BdQpVZXNmU3RpbzRWdFIzcmlQV25XK0Q4TFBrNVQrYzZ3NmRieFQ2eHhnNlh5aE9VV2FWTjNvR2ZHU1NDa1VNNW9JcTRwTTRmTE4vNWdsCjI5T1paL2tJaVgzakpid2dLckpqY1BUNWpKdlRnd2RBeElQMDlnPT0KPC9kczpTaWduYXR1cmVWYWx1ZT4KPC9kczpTaWduYXR1cmU+PHNhbWw6U3ViamVjdD48c2FtbDpOYW1lSUQgRm9ybWF0PSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoxLjE6bmFtZWlkLWZvcm1hdDp1bnNwZWNpZmllZCI+eGdzMzVndXI8L3NhbWw6TmFtZUlEPjxzYW1sOlN1YmplY3RDb25maXJtYXRpb24gTWV0aG9kPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6Y206YmVhcmVyIj48c2FtbDpTdWJqZWN0Q29uZmlybWF0aW9uRGF0YSBSZWNpcGllbnQ9Imh0dHBzOi8vbjAxYXB3MzE3MS50ZW50LnRydC5jc2FhLnByaS9wYXltZW50dG9vbG1zY3IvZm9ybXMvbG9naW4uYXNweCIgTm90T25PckFmdGVyPSIyMDE3LTA2LTI3VDA5OjI5OjI0LjA4OVoiLz48L3NhbWw6U3ViamVjdENvbmZpcm1hdGlvbj48L3NhbWw6U3ViamVjdD48c2FtbDpDb25kaXRpb25zIE5vdEJlZm9yZT0iMjAxNy0wNi0yN1QwOToxOToyNC4wODlaIiBOb3RPbk9yQWZ0ZXI9IjIwMTctMDYtMjdUMDk6Mjk6MjQuMDg5WiI+PHNhbWw6QXVkaWVuY2VSZXN0cmljdGlvbj48c2FtbDpBdWRpZW5jZT5QYXltZW50VG9vbDpTUDwvc2FtbDpBdWRpZW5jZT48L3NhbWw6QXVkaWVuY2VSZXN0cmljdGlvbj48L3NhbWw6Q29uZGl0aW9ucz48c2FtbDpBdXRoblN0YXRlbWVudCBTZXNzaW9uSW5kZXg9ImlHMFRTWHZyX1dxdmZ6dEQ5cVZqb0dCaEJ0TSIgQXV0aG5JbnN0YW50PSIyMDE3LTA2LTI3VDA5OjI0OjI0LjA4OVoiPjxzYW1sOkF1dGhuQ29udGV4dD48c2FtbDpBdXRobkNvbnRleHRDbGFzc1JlZj51cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6YWM6Y2xhc3Nlczp1bnNwZWNpZmllZDwvc2FtbDpBdXRobkNvbnRleHRDbGFzc1JlZj48L3NhbWw6QXV0aG5Db250ZXh0Pjwvc2FtbDpBdXRoblN0YXRlbWVudD48L3NhbWw6QXNzZXJ0aW9uPjwvc2FtbHA6UmVzcG9uc2U+
2:24:24 AM: Source:Forms.login.Page_Load, Message:Replay attack check
2:24:24 AM: Source:Forms.login.Page_Load, Message:NotBefore6/27/2017 2:19:24 AM
2:24:24 AM: Source:Forms.login.Page_Load, Message:NotOnOrAfter6/27/2017 2:29:24 AM
2:24:24 AM: Source:Forms.login.Page_Load, Message:CurrentDate6/27/2017 2:24:24 AM
2:24:24 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : xgg5ibho
2:24:24 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
2:24:24 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : n01apw3171.tent.trt.csaa.pri
2:24:24 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
2:24:24 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : xgs35gur
2:24:24 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
2:24:24 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : dev-sso.tent.trt.csaa.pri
2:24:24 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
2:24:24 AM: Source:Forms.login.Page_Load, Message:SSO UserID: xgs35gur
2:24:24 AM: Source:Forms.login.Page_Load, Message:Successfully retrieved the Logged-in User details from DB. UserID: xgs35gur
2:25:30 AM: Source:Forms.login.Page_Load, Message:Session Expired/Redirecting to logout Page 
2:26:39 AM: Source:Forms.login.Page_Load, Message:Session Expired/Redirecting to logout Page 
2:26:41 AM: Source:Forms.login.Page_Load, Message:Request sent to SSO 
