12:44:48 AM: Source:Forms.login.Page_Load, Message:Session Expired/Redirecting to logout Page 
2:47:19 AM: Source:Forms.login.Page_Load, Message:Request sent to SSO 
2:47:19 AM: Source:Forms.login.Page_Load, Message:The User is not Authenticated, So Session is Abandoned 
2:47:19 AM: Source:Forms.login.Page_Load, Message:Response received from SSO. 
2:47:19 AM: Source:Forms.login.Page_Load, Message:SSO Response: PHNhbWxwOlJlc3BvbnNlIFZlcnNpb249IjIuMCIgSUQ9IlJwMlA0SmlTT0U1ZVlWUUtJRExYVEZ6Ry5wYSIgSXNzdWVJbnN0YW50PSIyMDE3LTA3LTExVDA5OjQ3OjE5Ljg0NFoiIHhtbG5zOnNhbWxwPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6cHJvdG9jb2wiPjxzYW1sOklzc3VlciB4bWxuczpzYW1sPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6YXNzZXJ0aW9uIj5QYXltZW50VG9vbDpTUDwvc2FtbDpJc3N1ZXI+PHNhbWxwOlN0YXR1cz48c2FtbHA6U3RhdHVzQ29kZSBWYWx1ZT0idXJuOm9hc2lzOm5hbWVzOnRjOlNBTUw6Mi4wOnN0YXR1czpTdWNjZXNzIi8+PC9zYW1scDpTdGF0dXM+PHNhbWw6QXNzZXJ0aW9uIElEPSJVNEJIWVFWY0hHZjRQQTBZbHZKbnN4MzJ4aFUiIElzc3VlSW5zdGFudD0iMjAxNy0wNy0xMVQwOTo0NzoxOS44NzVaIiBWZXJzaW9uPSIyLjAiIHhtbG5zOnNhbWw9InVybjpvYXNpczpuYW1lczp0YzpTQU1MOjIuMDphc3NlcnRpb24iPjxzYW1sOklzc3Vlcj5QYXltZW50VG9vbDpTUDwvc2FtbDpJc3N1ZXI+PGRzOlNpZ25hdHVyZSB4bWxuczpkcz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC8wOS94bWxkc2lnIyI+CjxkczpTaWduZWRJbmZvPgo8ZHM6Q2Fub25pY2FsaXphdGlvbk1ldGhvZCBBbGdvcml0aG09Imh0dHA6Ly93d3cudzMub3JnLzIwMDEvMTAveG1sLWV4Yy1jMTRuIyIvPgo8ZHM6U2lnbmF0dXJlTWV0aG9kIEFsZ29yaXRobT0iaHR0cDovL3d3dy53My5vcmcvMjAwMS8wNC94bWxkc2lnLW1vcmUjcnNhLXNoYTI1NiIvPgo8ZHM6UmVmZXJlbmNlIFVSST0iI1U0QkhZUVZjSEdmNFBBMFlsdkpuc3gzMnhoVSI+CjxkczpUcmFuc2Zvcm1zPgo8ZHM6VHJhbnNmb3JtIEFsZ29yaXRobT0iaHR0cDovL3d3dy53My5vcmcvMjAwMC8wOS94bWxkc2lnI2VudmVsb3BlZC1zaWduYXR1cmUiLz4KPGRzOlRyYW5zZm9ybSBBbGdvcml0aG09Imh0dHA6Ly93d3cudzMub3JnLzIwMDEvMTAveG1sLWV4Yy1jMTRuIyIvPgo8L2RzOlRyYW5zZm9ybXM+CjxkczpEaWdlc3RNZXRob2QgQWxnb3JpdGhtPSJodHRwOi8vd3d3LnczLm9yZy8yMDAxLzA0L3htbGVuYyNzaGEyNTYiLz4KPGRzOkRpZ2VzdFZhbHVlPkdIRUI3OEsvdTRUZ0ZXVDBzRktlVEhVMDJWTzFGazFzT0NyOTFreXltWW89PC9kczpEaWdlc3RWYWx1ZT4KPC9kczpSZWZlcmVuY2U+CjwvZHM6U2lnbmVkSW5mbz4KPGRzOlNpZ25hdHVyZVZhbHVlPgpUbmhVRFhSUmhNWmZUSndKenUzcVhLQVg3MGFuZ1ozQWI3dkhEK3BQd0k1dUJxMVFFcE9wZDE3Ykp4bXBFMDJPVmNFQnBqV3AyakQ4CmREc09ETGdGZVJ6ejJ4NlQzZGRCU2ZMNmhQeTIxR0c1bS9LV3FMZ3ltdVlpUG5RN1BZZUdjMUVwZ2dCMTRhU1NIOER2Vzl0UER3QnMKTHltRVlLd2F3VzNUelNyK0VNN1ZLa0RpejUxMWh5RWxqYU1pOWd0K09VV3NTTHRjRHBkczFZV29YOUtTMHc2Mkg3WXFCWGVBTGNvTApZTzFUdWlDQUJvYlNVczVaRGROMVlId1FzQUMramRjT2pNc2FHRldncm5Ia1c4YlVMN2JzTk4vYjcxRjNKZ1hTbkF2Y1Rid3pFOEVkCk9oQ0VvcmhuZGZtSUZ3NHM0bTJLLzR3bDZzOUFFWVRmdDA1OC9RPT0KPC9kczpTaWduYXR1cmVWYWx1ZT4KPC9kczpTaWduYXR1cmU+PHNhbWw6U3ViamVjdD48c2FtbDpOYW1lSUQgRm9ybWF0PSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoxLjE6bmFtZWlkLWZvcm1hdDp1bnNwZWNpZmllZCI+eGdzMzVndXI8L3NhbWw6TmFtZUlEPjxzYW1sOlN1YmplY3RDb25maXJtYXRpb24gTWV0aG9kPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6Y206YmVhcmVyIj48c2FtbDpTdWJqZWN0Q29uZmlybWF0aW9uRGF0YSBSZWNpcGllbnQ9Imh0dHBzOi8vbjAxYXB3MzE3MS50ZW50LnRydC5jc2FhLnByaS9wYXltZW50dG9vbG1zY3IvZm9ybXMvbG9naW4uYXNweCIgTm90T25PckFmdGVyPSIyMDE3LTA3LTExVDA5OjUyOjE5Ljg3NVoiLz48L3NhbWw6U3ViamVjdENvbmZpcm1hdGlvbj48L3NhbWw6U3ViamVjdD48c2FtbDpDb25kaXRpb25zIE5vdEJlZm9yZT0iMjAxNy0wNy0xMVQwOTo0MjoxOS44NzVaIiBOb3RPbk9yQWZ0ZXI9IjIwMTctMDctMTFUMDk6NTI6MTkuODc1WiI+PHNhbWw6QXVkaWVuY2VSZXN0cmljdGlvbj48c2FtbDpBdWRpZW5jZT5QYXltZW50VG9vbDpTUDwvc2FtbDpBdWRpZW5jZT48L3NhbWw6QXVkaWVuY2VSZXN0cmljdGlvbj48L3NhbWw6Q29uZGl0aW9ucz48c2FtbDpBdXRoblN0YXRlbWVudCBTZXNzaW9uSW5kZXg9IlU0QkhZUVZjSEdmNFBBMFlsdkpuc3gzMnhoVSIgQXV0aG5JbnN0YW50PSIyMDE3LTA3LTExVDA5OjQ3OjE5Ljg0NFoiPjxzYW1sOkF1dGhuQ29udGV4dD48c2FtbDpBdXRobkNvbnRleHRDbGFzc1JlZj51cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6YWM6Y2xhc3Nlczp1bnNwZWNpZmllZDwvc2FtbDpBdXRobkNvbnRleHRDbGFzc1JlZj48L3NhbWw6QXV0aG5Db250ZXh0Pjwvc2FtbDpBdXRoblN0YXRlbWVudD48L3NhbWw6QXNzZXJ0aW9uPjwvc2FtbHA6UmVzcG9uc2U+
2:47:19 AM: Source:Forms.login.Page_Load, Message:Replay attack check
2:47:19 AM: Source:Forms.login.Page_Load, Message:NotBefore7/11/2017 2:42:19 AM
2:47:19 AM: Source:Forms.login.Page_Load, Message:NotOnOrAfter7/11/2017 2:52:19 AM
2:47:19 AM: Source:Forms.login.Page_Load, Message:CurrentDate7/11/2017 2:47:19 AM
2:47:19 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : xgg5ibho
2:47:19 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
2:47:19 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : n01apw3171.tent.trt.csaa.pri
2:47:19 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
2:47:19 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : xgs35gur
2:47:19 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
2:47:19 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : dev-sso.tent.trt.csaa.pri
2:47:19 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
2:47:19 AM: Source:Forms.login.Page_Load, Message:SSO UserID: xgs35gur
2:47:20 AM: Source:Forms.login.Page_Load, Message:Successfully retrieved the Logged-in User details from DB. UserID: xgs35gur
3:47:36 AM: Source:Forms.login.Page_Load, Message:Session Expired/Redirecting to logout Page 
3:47:37 AM: Source:Forms.login.Page_Load, Message:Request sent to SSO 
3:47:38 AM: Source:Forms.login.Page_Load, Message:The User is not Authenticated, So Session is Abandoned 
3:47:38 AM: Source:Forms.login.Page_Load, Message:Response received from SSO. 
3:47:38 AM: Source:Forms.login.Page_Load, Message:SSO Response: PHNhbWxwOlJlc3BvbnNlIFZlcnNpb249IjIuMCIgSUQ9Il96XzYuUGF4TC1pZm5EVlQ1dlZ4bS12aVNqYiIgSXNzdWVJbnN0YW50PSIyMDE3LTA3LTExVDEwOjQ3OjM4LjI2N1oiIHhtbG5zOnNhbWxwPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6cHJvdG9jb2wiPjxzYW1sOklzc3VlciB4bWxuczpzYW1sPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6YXNzZXJ0aW9uIj5QYXltZW50VG9vbDpTUDwvc2FtbDpJc3N1ZXI+PHNhbWxwOlN0YXR1cz48c2FtbHA6U3RhdHVzQ29kZSBWYWx1ZT0idXJuOm9hc2lzOm5hbWVzOnRjOlNBTUw6Mi4wOnN0YXR1czpTdWNjZXNzIi8+PC9zYW1scDpTdGF0dXM+PHNhbWw6QXNzZXJ0aW9uIElEPSJwSGIyby01WEJPdC1lVFh2emVSMW9uRDNPWHciIElzc3VlSW5zdGFudD0iMjAxNy0wNy0xMVQxMDo0NzozOC4yODJaIiBWZXJzaW9uPSIyLjAiIHhtbG5zOnNhbWw9InVybjpvYXNpczpuYW1lczp0YzpTQU1MOjIuMDphc3NlcnRpb24iPjxzYW1sOklzc3Vlcj5QYXltZW50VG9vbDpTUDwvc2FtbDpJc3N1ZXI+PGRzOlNpZ25hdHVyZSB4bWxuczpkcz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC8wOS94bWxkc2lnIyI+CjxkczpTaWduZWRJbmZvPgo8ZHM6Q2Fub25pY2FsaXphdGlvbk1ldGhvZCBBbGdvcml0aG09Imh0dHA6Ly93d3cudzMub3JnLzIwMDEvMTAveG1sLWV4Yy1jMTRuIyIvPgo8ZHM6U2lnbmF0dXJlTWV0aG9kIEFsZ29yaXRobT0iaHR0cDovL3d3dy53My5vcmcvMjAwMS8wNC94bWxkc2lnLW1vcmUjcnNhLXNoYTI1NiIvPgo8ZHM6UmVmZXJlbmNlIFVSST0iI3BIYjJvLTVYQk90LWVUWHZ6ZVIxb25EM09YdyI+CjxkczpUcmFuc2Zvcm1zPgo8ZHM6VHJhbnNmb3JtIEFsZ29yaXRobT0iaHR0cDovL3d3dy53My5vcmcvMjAwMC8wOS94bWxkc2lnI2VudmVsb3BlZC1zaWduYXR1cmUiLz4KPGRzOlRyYW5zZm9ybSBBbGdvcml0aG09Imh0dHA6Ly93d3cudzMub3JnLzIwMDEvMTAveG1sLWV4Yy1jMTRuIyIvPgo8L2RzOlRyYW5zZm9ybXM+CjxkczpEaWdlc3RNZXRob2QgQWxnb3JpdGhtPSJodHRwOi8vd3d3LnczLm9yZy8yMDAxLzA0L3htbGVuYyNzaGEyNTYiLz4KPGRzOkRpZ2VzdFZhbHVlPmRyejFTRWN4ZnlXUUI5RFBvZXAxVUsra1hmVU5uQ2o5TmJhWkQrdUI5VmM9PC9kczpEaWdlc3RWYWx1ZT4KPC9kczpSZWZlcmVuY2U+CjwvZHM6U2lnbmVkSW5mbz4KPGRzOlNpZ25hdHVyZVZhbHVlPgpYUzdrTTMvaUxOeCtkQS83SksveDZPZGRGRnpUMHdMUnM4LzFVdVVmU2x5eWIxWENpczErMXpxSmF3bWlyeVY5c25aM0NjS2pkWHRyCnNiL1haUXRYcGtqcVVuQ1RzcEFKZ3haUDZKT2NZdzdEYkpRU1U2bGF5b0pmR295ejExaFU0cDVVSTlJUGFXeU1VbEprVjZMNTY0aGIKZzMxby9CRmdtK0Q5U1laSlZjdEMyTmdNY01VV2V6ZitTY1k0dnZQY1Z1QmQvN3luM1pMZEQ3dGJ6L2NPa0gzWWxUUk94cjlxcWM1ZQpSTTByUkZNaEVFOHh1cmMrZGN4azZEM3VobFN4R0lLK2FRcGZyYjloTDF4Si9oV081MWpybzlmdkNRSWxjZ0RaSXBzWUVpRzBRM01YCi94Ry82SUNFZy9XS1NiQ0hCN25BMitZeE4zZlV3c1IwUXNiWkVRPT0KPC9kczpTaWduYXR1cmVWYWx1ZT4KPC9kczpTaWduYXR1cmU+PHNhbWw6U3ViamVjdD48c2FtbDpOYW1lSUQgRm9ybWF0PSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoxLjE6bmFtZWlkLWZvcm1hdDp1bnNwZWNpZmllZCI+eGdzMzVndXI8L3NhbWw6TmFtZUlEPjxzYW1sOlN1YmplY3RDb25maXJtYXRpb24gTWV0aG9kPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6Y206YmVhcmVyIj48c2FtbDpTdWJqZWN0Q29uZmlybWF0aW9uRGF0YSBSZWNpcGllbnQ9Imh0dHBzOi8vbjAxYXB3MzE3MS50ZW50LnRydC5jc2FhLnByaS9wYXltZW50dG9vbG1zY3IvZm9ybXMvbG9naW4uYXNweCIgTm90T25PckFmdGVyPSIyMDE3LTA3LTExVDEwOjUyOjM4LjI4MloiLz48L3NhbWw6U3ViamVjdENvbmZpcm1hdGlvbj48L3NhbWw6U3ViamVjdD48c2FtbDpDb25kaXRpb25zIE5vdEJlZm9yZT0iMjAxNy0wNy0xMVQxMDo0MjozOC4yODJaIiBOb3RPbk9yQWZ0ZXI9IjIwMTctMDctMTFUMTA6NTI6MzguMjgyWiI+PHNhbWw6QXVkaWVuY2VSZXN0cmljdGlvbj48c2FtbDpBdWRpZW5jZT5QYXltZW50VG9vbDpTUDwvc2FtbDpBdWRpZW5jZT48L3NhbWw6QXVkaWVuY2VSZXN0cmljdGlvbj48L3NhbWw6Q29uZGl0aW9ucz48c2FtbDpBdXRoblN0YXRlbWVudCBTZXNzaW9uSW5kZXg9InBIYjJvLTVYQk90LWVUWHZ6ZVIxb25EM09YdyIgQXV0aG5JbnN0YW50PSIyMDE3LTA3LTExVDEwOjQ3OjM4LjI4MloiPjxzYW1sOkF1dGhuQ29udGV4dD48c2FtbDpBdXRobkNvbnRleHRDbGFzc1JlZj51cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6YWM6Y2xhc3Nlczp1bnNwZWNpZmllZDwvc2FtbDpBdXRobkNvbnRleHRDbGFzc1JlZj48L3NhbWw6QXV0aG5Db250ZXh0Pjwvc2FtbDpBdXRoblN0YXRlbWVudD48L3NhbWw6QXNzZXJ0aW9uPjwvc2FtbHA6UmVzcG9uc2U+
3:47:38 AM: Source:Forms.login.Page_Load, Message:Replay attack check
3:47:38 AM: Source:Forms.login.Page_Load, Message:NotBefore7/11/2017 3:42:38 AM
3:47:38 AM: Source:Forms.login.Page_Load, Message:NotOnOrAfter7/11/2017 3:52:38 AM
3:47:38 AM: Source:Forms.login.Page_Load, Message:CurrentDate7/11/2017 3:47:38 AM
3:47:38 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : xgg5ibho
3:47:38 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
3:47:38 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : n01apw3171.tent.trt.csaa.pri
3:47:38 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
3:47:38 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : xgs35gur
3:47:38 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
3:47:38 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : dev-sso.tent.trt.csaa.pri
3:47:38 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
3:47:38 AM: Source:Forms.login.Page_Load, Message:SSO UserID: xgs35gur
3:47:38 AM: Source:Forms.login.Page_Load, Message:Successfully retrieved the Logged-in User details from DB. UserID: xgs35gur
5:07:45 AM: Source:forms_login_aspx.ProcessRequest, Message:Session Expired/Redirecting to logout Page 
5:07:47 AM: Source:forms_login_aspx.ProcessRequest, Message:Request sent to SSO 
5:07:55 AM: Source:forms_login_aspx.ProcessRequest, Message:The User is not Authenticated, So Session is Abandoned 
5:07:55 AM: Source:forms_login_aspx.ProcessRequest, Message:Response received from SSO. 
