12:19:08 AM: Source:Forms.login.Page_Load, Message:Session Expired/Redirecting to logout Page 
12:19:10 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : dev-sso.tent.trt.csaa.pri
12:19:10 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
12:19:10 AM: Source:Forms.login.Page_Load, Message:SSO UserID: xgs35gur
12:19:10 AM: Source:Forms.login.Page_Load, Message:Successfully retrieved the Logged-in User details from DB. UserID: xgs35gur
12:34:39 AM: Source:Forms.login.Page_Load, Message:Session Expired/Redirecting to logout Page 
12:34:41 AM: Source:Forms.login.Page_Load, Message:Request sent to SSO 
12:34:41 AM: Source:Forms.login.Page_Load, Message:The User is not Authenticated, So Session is Abandoned 
12:34:41 AM: Source:Forms.login.Page_Load, Message:Response received from SSO. 
12:34:41 AM: Source:Forms.login.Page_Load, Message:SSO Response: PHNhbWxwOlJlc3BvbnNlIFZlcnNpb249IjIuMCIgSUQ9Im0tdlVrdkVBcC5tT1NlMHZReTBIUGxacE0xUCIgSXNzdWVJbnN0YW50PSIyMDE3LTA3LTEyVDA3OjM0OjQxLjczMFoiIHhtbG5zOnNhbWxwPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6cHJvdG9jb2wiPjxzYW1sOklzc3VlciB4bWxuczpzYW1sPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6YXNzZXJ0aW9uIj5QYXltZW50VG9vbDpTUDwvc2FtbDpJc3N1ZXI+PHNhbWxwOlN0YXR1cz48c2FtbHA6U3RhdHVzQ29kZSBWYWx1ZT0idXJuOm9hc2lzOm5hbWVzOnRjOlNBTUw6Mi4wOnN0YXR1czpTdWNjZXNzIi8+PC9zYW1scDpTdGF0dXM+PHNhbWw6QXNzZXJ0aW9uIElEPSJnLm1LbGxvMkR1Y0FsRlUudFpLMXQ0aDdORWUiIElzc3VlSW5zdGFudD0iMjAxNy0wNy0xMlQwNzozNDo0MS43NDVaIiBWZXJzaW9uPSIyLjAiIHhtbG5zOnNhbWw9InVybjpvYXNpczpuYW1lczp0YzpTQU1MOjIuMDphc3NlcnRpb24iPjxzYW1sOklzc3Vlcj5QYXltZW50VG9vbDpTUDwvc2FtbDpJc3N1ZXI+PGRzOlNpZ25hdHVyZSB4bWxuczpkcz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC8wOS94bWxkc2lnIyI+CjxkczpTaWduZWRJbmZvPgo8ZHM6Q2Fub25pY2FsaXphdGlvbk1ldGhvZCBBbGdvcml0aG09Imh0dHA6Ly93d3cudzMub3JnLzIwMDEvMTAveG1sLWV4Yy1jMTRuIyIvPgo8ZHM6U2lnbmF0dXJlTWV0aG9kIEFsZ29yaXRobT0iaHR0cDovL3d3dy53My5vcmcvMjAwMS8wNC94bWxkc2lnLW1vcmUjcnNhLXNoYTI1NiIvPgo8ZHM6UmVmZXJlbmNlIFVSST0iI2cubUtsbG8yRHVjQWxGVS50WksxdDRoN05FZSI+CjxkczpUcmFuc2Zvcm1zPgo8ZHM6VHJhbnNmb3JtIEFsZ29yaXRobT0iaHR0cDovL3d3dy53My5vcmcvMjAwMC8wOS94bWxkc2lnI2VudmVsb3BlZC1zaWduYXR1cmUiLz4KPGRzOlRyYW5zZm9ybSBBbGdvcml0aG09Imh0dHA6Ly93d3cudzMub3JnLzIwMDEvMTAveG1sLWV4Yy1jMTRuIyIvPgo8L2RzOlRyYW5zZm9ybXM+CjxkczpEaWdlc3RNZXRob2QgQWxnb3JpdGhtPSJodHRwOi8vd3d3LnczLm9yZy8yMDAxLzA0L3htbGVuYyNzaGEyNTYiLz4KPGRzOkRpZ2VzdFZhbHVlPjJZZE9RK1BIblVxdHBzaUE4RkVLK2w1bFk5eEdPNHJWdmpFMnNZa0NJUnM9PC9kczpEaWdlc3RWYWx1ZT4KPC9kczpSZWZlcmVuY2U+CjwvZHM6U2lnbmVkSW5mbz4KPGRzOlNpZ25hdHVyZVZhbHVlPgpHTGdjZlBMMmRvc1RYUjR2Z21wcjllU0dndHQ4TzVzYzFzT0dOVjZmZzZUN2JneTNtTGNLTTRZeXo2dGx4c090b3ltZWZtSHgvQXNGCloySEF4ZkZRZFZmK1BUV2w2L0c2NUlSbVdEWGhPVXUwemQ1MWswemVqc0REbDc4dTJnS2JzSmp6TWlxRCs5S08vbXE5MkpTTCsrUXgKSmYyU0dQOVIrdHpMRm9HT2FhYUhDNSs3NEZZUGs2NGNMek5ZWkpuUHVSNkQ1NDd0bkJ0M2czOVRNbXZlNDgrbW5Md0tXc1ZOTmRGRQpwRWI1V1kxS215anlYRVhiNm1TVHk5OWl2L1JTWHBJRzgyTE9uNU1RcGRSTmhkbWdJdlZqWERHeVE4Z2E0YjZBWmszbkhUNGZ1MmZJCjBUNy9pM05qdHpmLzY3VW1BYW5JcWd3L2praFNXa1RQL3Fua0l3PT0KPC9kczpTaWduYXR1cmVWYWx1ZT4KPC9kczpTaWduYXR1cmU+PHNhbWw6U3ViamVjdD48c2FtbDpOYW1lSUQgRm9ybWF0PSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoxLjE6bmFtZWlkLWZvcm1hdDp1bnNwZWNpZmllZCI+eGdzMzVndXI8L3NhbWw6TmFtZUlEPjxzYW1sOlN1YmplY3RDb25maXJtYXRpb24gTWV0aG9kPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6Y206YmVhcmVyIj48c2FtbDpTdWJqZWN0Q29uZmlybWF0aW9uRGF0YSBSZWNpcGllbnQ9Imh0dHBzOi8vbjAxYXB3MzE3MS50ZW50LnRydC5jc2FhLnByaS9wYXltZW50dG9vbG1zY3IvZm9ybXMvbG9naW4uYXNweCIgTm90T25PckFmdGVyPSIyMDE3LTA3LTEyVDA3OjM5OjQxLjc0NVoiLz48L3NhbWw6U3ViamVjdENvbmZpcm1hdGlvbj48L3NhbWw6U3ViamVjdD48c2FtbDpDb25kaXRpb25zIE5vdEJlZm9yZT0iMjAxNy0wNy0xMlQwNzoyOTo0MS43NDVaIiBOb3RPbk9yQWZ0ZXI9IjIwMTctMDctMTJUMDc6Mzk6NDEuNzQ1WiI+PHNhbWw6QXVkaWVuY2VSZXN0cmljdGlvbj48c2FtbDpBdWRpZW5jZT5QYXltZW50VG9vbDpTUDwvc2FtbDpBdWRpZW5jZT48L3NhbWw6QXVkaWVuY2VSZXN0cmljdGlvbj48L3NhbWw6Q29uZGl0aW9ucz48c2FtbDpBdXRoblN0YXRlbWVudCBTZXNzaW9uSW5kZXg9ImcubUtsbG8yRHVjQWxGVS50WksxdDRoN05FZSIgQXV0aG5JbnN0YW50PSIyMDE3LTA3LTEyVDA3OjM0OjQxLjc0NVoiPjxzYW1sOkF1dGhuQ29udGV4dD48c2FtbDpBdXRobkNvbnRleHRDbGFzc1JlZj51cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6YWM6Y2xhc3Nlczp1bnNwZWNpZmllZDwvc2FtbDpBdXRobkNvbnRleHRDbGFzc1JlZj48L3NhbWw6QXV0aG5Db250ZXh0Pjwvc2FtbDpBdXRoblN0YXRlbWVudD48L3NhbWw6QXNzZXJ0aW9uPjwvc2FtbHA6UmVzcG9uc2U+
12:34:41 AM: Source:Forms.login.Page_Load, Message:Replay attack check
12:34:41 AM: Source:Forms.login.Page_Load, Message:NotBefore7/12/2017 12:29:41 AM
12:34:41 AM: Source:Forms.login.Page_Load, Message:NotOnOrAfter7/12/2017 12:39:41 AM
12:34:41 AM: Source:Forms.login.Page_Load, Message:CurrentDate7/12/2017 12:34:41 AM
12:34:41 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : xgg5ibho
12:34:41 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
12:34:41 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : n01apw3171.tent.trt.csaa.pri
12:34:41 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
12:34:41 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : xgs35gur
12:34:41 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
12:34:41 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : dev-sso.tent.trt.csaa.pri
12:34:41 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
12:34:41 AM: Source:Forms.login.Page_Load, Message:SSO UserID: xgs35gur
12:34:41 AM: Source:Forms.login.Page_Load, Message:Successfully retrieved the Logged-in User details from DB. UserID: xgs35gur
1:40:08 AM: Source:Forms.login.Page_Load, Message:Request sent to SSO 
1:40:19 AM: Source:Forms.login.Page_Load, Message:The User is not Authenticated, So Session is Abandoned 
1:40:19 AM: Source:Forms.login.Page_Load, Message:Response received from SSO. 
1:40:19 AM: Source:Forms.login.Page_Load, Message:SSO Response: PHNhbWxwOlJlc3BvbnNlIFZlcnNpb249IjIuMCIgSUQ9IkZOcXFmdlZpamx1SGl3ODI1S0hQdk1tRGJXWiIgSXNzdWVJbnN0YW50PSIyMDE3LTA3LTEyVDA4OjQwOjE4Ljc3NFoiIHhtbG5zOnNhbWxwPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6cHJvdG9jb2wiPjxzYW1sOklzc3VlciB4bWxuczpzYW1sPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6YXNzZXJ0aW9uIj5QYXltZW50VG9vbDpTUDwvc2FtbDpJc3N1ZXI+PHNhbWxwOlN0YXR1cz48c2FtbHA6U3RhdHVzQ29kZSBWYWx1ZT0idXJuOm9hc2lzOm5hbWVzOnRjOlNBTUw6Mi4wOnN0YXR1czpTdWNjZXNzIi8+PC9zYW1scDpTdGF0dXM+PHNhbWw6QXNzZXJ0aW9uIElEPSJhU0d6T2ZNbW5acDBMZzRoR01pYVVnTjJDVWEiIElzc3VlSW5zdGFudD0iMjAxNy0wNy0xMlQwODo0MDoxOS41NTVaIiBWZXJzaW9uPSIyLjAiIHhtbG5zOnNhbWw9InVybjpvYXNpczpuYW1lczp0YzpTQU1MOjIuMDphc3NlcnRpb24iPjxzYW1sOklzc3Vlcj5QYXltZW50VG9vbDpTUDwvc2FtbDpJc3N1ZXI+PGRzOlNpZ25hdHVyZSB4bWxuczpkcz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC8wOS94bWxkc2lnIyI+CjxkczpTaWduZWRJbmZvPgo8ZHM6Q2Fub25pY2FsaXphdGlvbk1ldGhvZCBBbGdvcml0aG09Imh0dHA6Ly93d3cudzMub3JnLzIwMDEvMTAveG1sLWV4Yy1jMTRuIyIvPgo8ZHM6U2lnbmF0dXJlTWV0aG9kIEFsZ29yaXRobT0iaHR0cDovL3d3dy53My5vcmcvMjAwMS8wNC94bWxkc2lnLW1vcmUjcnNhLXNoYTI1NiIvPgo8ZHM6UmVmZXJlbmNlIFVSST0iI2FTR3pPZk1tblpwMExnNGhHTWlhVWdOMkNVYSI+CjxkczpUcmFuc2Zvcm1zPgo8ZHM6VHJhbnNmb3JtIEFsZ29yaXRobT0iaHR0cDovL3d3dy53My5vcmcvMjAwMC8wOS94bWxkc2lnI2VudmVsb3BlZC1zaWduYXR1cmUiLz4KPGRzOlRyYW5zZm9ybSBBbGdvcml0aG09Imh0dHA6Ly93d3cudzMub3JnLzIwMDEvMTAveG1sLWV4Yy1jMTRuIyIvPgo8L2RzOlRyYW5zZm9ybXM+CjxkczpEaWdlc3RNZXRob2QgQWxnb3JpdGhtPSJodHRwOi8vd3d3LnczLm9yZy8yMDAxLzA0L3htbGVuYyNzaGEyNTYiLz4KPGRzOkRpZ2VzdFZhbHVlPittcVFra1ZEUlJSMGg3ajNuR3l1MTJxaThScllFVW96Mk9ucHJ0eXV2Vm89PC9kczpEaWdlc3RWYWx1ZT4KPC9kczpSZWZlcmVuY2U+CjwvZHM6U2lnbmVkSW5mbz4KPGRzOlNpZ25hdHVyZVZhbHVlPgpIVkxUVFN4cW5tam1JeWZQQmk5cGJHM0w2U29zdWhucE1YVlVFK1AxNEw2R1I2Sk1mektKTzJ6ZmxBMGF6WWl5bUkyNnhGbGNBMEdnCkxpV1U5Uy9nOW9FMHp4cTlVMWFZRk8rakM5Rzk3d3JXRXI0akNOZlZYZEtISWw1SzVsZGRzQWVMN0I4RUxHTGFocGtCTTlZK3dtcTAKNERvZEhFS2FzRDNMY2FxZWE0WFA5c1FWZWpkamtabEdjSFdHUFBVdGs5U2lBWGR2WWxXNW8rTXJUcEJ4OEFqZHYrWmdWTWUvMVRXbApvZWt3UGhSTFk0Z3pwMzk5bEZORVZTZHNwNXRJZXNtVElXSGhYTFFaazg2OWRReERueHZIUVFyYldWZzFvcGdHdWp4TnJWclI3YjJpCjNHd0s2LzNTOVY4clE0Rm1ndUFNS25ObURTWXZxeUg0YUR2UG5BPT0KPC9kczpTaWduYXR1cmVWYWx1ZT4KPC9kczpTaWduYXR1cmU+PHNhbWw6U3ViamVjdD48c2FtbDpOYW1lSUQgRm9ybWF0PSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoxLjE6bmFtZWlkLWZvcm1hdDp1bnNwZWNpZmllZCI+eGdzMzVndXI8L3NhbWw6TmFtZUlEPjxzYW1sOlN1YmplY3RDb25maXJtYXRpb24gTWV0aG9kPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6Y206YmVhcmVyIj48c2FtbDpTdWJqZWN0Q29uZmlybWF0aW9uRGF0YSBSZWNpcGllbnQ9Imh0dHBzOi8vbjAxYXB3MzE3MS50ZW50LnRydC5jc2FhLnByaS9wYXltZW50dG9vbG1zY3IvZm9ybXMvbG9naW4uYXNweCIgTm90T25PckFmdGVyPSIyMDE3LTA3LTEyVDA4OjQ1OjE5LjU1NVoiLz48L3NhbWw6U3ViamVjdENvbmZpcm1hdGlvbj48L3NhbWw6U3ViamVjdD48c2FtbDpDb25kaXRpb25zIE5vdEJlZm9yZT0iMjAxNy0wNy0xMlQwODozNToxOS41NTVaIiBOb3RPbk9yQWZ0ZXI9IjIwMTctMDctMTJUMDg6NDU6MTkuNTU1WiI+PHNhbWw6QXVkaWVuY2VSZXN0cmljdGlvbj48c2FtbDpBdWRpZW5jZT5QYXltZW50VG9vbDpTUDwvc2FtbDpBdWRpZW5jZT48L3NhbWw6QXVkaWVuY2VSZXN0cmljdGlvbj48L3NhbWw6Q29uZGl0aW9ucz48c2FtbDpBdXRoblN0YXRlbWVudCBTZXNzaW9uSW5kZXg9ImFTR3pPZk1tblpwMExnNGhHTWlhVWdOMkNVYSIgQXV0aG5JbnN0YW50PSIyMDE3LTA3LTEyVDA4OjQwOjE5LjAzOVoiPjxzYW1sOkF1dGhuQ29udGV4dD48c2FtbDpBdXRobkNvbnRleHRDbGFzc1JlZj51cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6YWM6Y2xhc3Nlczp1bnNwZWNpZmllZDwvc2FtbDpBdXRobkNvbnRleHRDbGFzc1JlZj48L3NhbWw6QXV0aG5Db250ZXh0Pjwvc2FtbDpBdXRoblN0YXRlbWVudD48L3NhbWw6QXNzZXJ0aW9uPjwvc2FtbHA6UmVzcG9uc2U+
1:40:19 AM: Source:Forms.login.Page_Load, Message:Replay attack check
1:40:19 AM: Source:Forms.login.Page_Load, Message:NotBefore7/12/2017 1:35:19 AM
1:40:19 AM: Source:Forms.login.Page_Load, Message:NotOnOrAfter7/12/2017 1:45:19 AM
1:40:19 AM: Source:Forms.login.Page_Load, Message:CurrentDate7/12/2017 1:40:19 AM
1:40:19 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : xgg5ibho
1:40:19 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
1:40:19 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : n01apw3171.tent.trt.csaa.pri
1:40:19 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
1:40:19 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : xgs35gur
1:40:19 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
1:40:19 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : dev-sso.tent.trt.csaa.pri
1:40:19 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
1:40:19 AM: Source:Forms.login.Page_Load, Message:SSO UserID: xgs35gur
1:40:20 AM: Source:Forms.login.Page_Load, Message:Successfully retrieved the Logged-in User details from DB. UserID: xgs35gur
1:40:21 AM: Source:CSAAWeb.WebControls.Renderer.Render, Message:Menu retrieved for the User: xgs35gur Details: [[18,'','Insurance',,2,,1,0],[2,'','Admin',,3,,1,0],[30,'','Sales Turn-In',,10,,1,0],[46,'','Tools',,13,'fin',1,0],[12,,'User Administration','/PaymentToolmsc/admin/users.aspx',1,'adm',1,2],[44,,'Branch Administration','/PaymentToolmsc/admin/DOs.aspx',2,'adm',1,2],[48,'.','Manage Recurring','/PaymentToolmsc/forms/ManageEnrollment.aspx',1,'dsr,iss,fie,pss',1,18],[19,'.','Down Payment','/PaymentToolmsc/forms/newinsurance.aspx',2,'dsr,fie,pss',1,18],[54,'.','Installment Payment','/PaymentToolmsc/forms/newinsurance.aspx',3,'dsr,iss,fie,pss',1,18],[28,'.','Reports','/PaymentToolmscr/Reports/ins_reports.aspx',4,'man,fin,pss',1,18],[29,'.','My Reports','/PaymentToolmscr/Reports/ins_usr_reports.aspx',5,'dsr,iss,fie',1,18],[56,'','ACH Enrollment Pilot','/PaymentToolmsc/forms/ACHEnrollmentPilot.aspx',6,'iss',1,18],[57,'','View Scheduled Payments','/PaymentToolmsc/forms/ScheduledPayments.aspx',7,'dsr,fie,man,iss,pss,cas',1,18],[31,,'My Turn-In','/PaymentToolmscr/reports/salesturnIn_report.aspx',1,'fie',1,30],[32,,'Cashier\'s Reconciliation','/PaymentToolmscr/reports/CashierReconciliation_Report.aspx',2,'cas',1,30],[33,,'Reports','/PaymentToolmscr/Reports/TurnIn_General_Report.aspx',3,'man,cas,fin',1,30],[43,,'Manual Update','/PaymentToolmscr/reports/Manual_Update_Search.aspx',2,'fin',1,46]]
1:42:19 AM: Source:Forms.login.Page_Load, Message:Session Expired/Redirecting to logout Page 
1:42:21 AM: Source:Forms.login.Page_Load, Message:Request sent to SSO 
1:42:31 AM: Source:Forms.login.Page_Load, Message:The User is not Authenticated, So Session is Abandoned 
1:42:31 AM: Source:Forms.login.Page_Load, Message:Response received from SSO. 
